Friday,28,November,2025,12:20:49:00009-VCID:9DA46055AA8F3D19E2-7F06,VCDS Version: Release 23.3.1 (x64),Data version: 20230421 DS346.2
855 412 107 AD-7F06,,MARELLI 1AVP MPSF  DG23,

,Group A:,'001,,,,Group B:,'002,,,,Group C:,'003
,,RPM,Temperature,Voltage,Bin. Bits,,RPM,Time,Battery Volts,Temperature,,RPM,Load,T.B. Angle,(no units)
,867.95,928,50.0,0.81,00001000,868.17,992,2.04,13.5,94.0,867.73,960,18.5,0.4,24.0
,868.65,960,50.0,0.81,00001000,868.87,960,2.04,13.5,92.0,868.41,960,18.5,0.4,24.0
,869.33,896,50.0,0.81,00001000,869.57,928,2.04,13.4,94.0,869.09,928,18.5,0.4,24.0
,870.02,960,50.0,0.81,00001000,870.25,960,2.04,13.4,94.0,869.79,992,18.5,0.4,24.0
,870.71,896,50.0,0.81,00001000,870.94,896,2.04,13.5,94.0,870.49,928,16.9,0.4,19.0
,871.41,960,50.0,0.81,00001000,871.64,928,2.04,13.4,94.0,871.18,960,16.9,0.4,19.0
,872.11,928,50.0,0.81,00001000,872.34,896,2.04,13.5,94.0,871.87,928,16.9,0.4,19.0
,872.80,960,50.0,0.81,00001000,873.04,928,2.04,13.4,94.0,872.56,960,17.7,0.4,19.0
,873.48,896,50.0,0.82,00001000,873.72,960,2.04,13.5,94.0,873.26,928,18.1,0.4,18.0
,874.19,928,50.0,0.81,00001000,874.42,928,2.04,13.5,94.0,873.96,960,17.7,0.4,18.0
,874.90,832,50.0,0.81,00001000,875.13,864,2.55,12.1,94.0,874.66,896,18.5,0.4,18.0
,875.59,928,50.0,0.80,00001000,875.84,928,2.29,12.9,94.0,875.36,896,21.3,0.4,39.0
,876.28,928,50.0,0.81,00001000,876.52,928,2.04,13.2,94.0,876.06,896,17.7,0.4,22.0
,876.98,896,50.0,0.81,00001000,877.20,928,2.29,13.3,94.0,876.76,928,18.1,0.4,22.0
,877.67,928,50.0,0.81,00001000,877.91,928,2.29,13.3,94.0,877.44,928,18.5,0.4,27.0
,878.38,896,50.0,0.81,00001000,878.61,896,2.29,13.3,94.0,878.14,928,18.1,0.4,27.0
,879.07,928,50.0,0.81,00001000,879.30,928,2.04,13.3,94.0,878.85,960,17.7,0.4,22.0
,879.77,896,50.0,0.81,00001000,880.01,928,2.04,13.3,94.0,879.53,896,17.7,0.4,22.0
,880.47,928,50.0,0.81,00001000,880.71,960,2.04,13.5,94.0,880.23,960,18.5,0.4,22.0
,881.17,928,50.0,0.81,00001000,881.41,896,2.04,13.5,94.0,880.95,960,17.3,0.4,22.0
,881.88,960,50.0,0.81,00001000,882.11,960,2.04,13.4,94.0,881.64,896,18.5,0.4,22.0
,882.58,960,50.0,0.81,00001000,882.82,928,2.04,13.3,94.0,882.34,960,18.5,0.4,22.0
,883.28,896,50.0,0.81,00001000,883.52,896,2.04,13.4,94.0,883.04,896,17.3,0.4,22.0
,884.00,960,50.0,0.81,00001000,884.24,960,2.04,13.5,94.0,883.76,960,17.3,0.4,22.0
,884.71,960,50.0,0.81,00001000,884.93,928,2.04,13.4,94.0,884.47,928,18.5,0.4,22.0
,885.40,960,50.0,0.81,00001000,885.63,960,2.04,13.5,94.0,885.16,896,18.5,0.4,22.0
,886.08,928,50.0,0.81,00001000,886.32,928,2.04,13.5,94.0,885.85,960,18.5,0.4,22.0
,886.76,960,50.0,0.81,00001000,886.98,960,2.04,13.5,94.0,886.54,928,18.5,0.4,22.0
,887.46,928,50.0,0.81,00001000,887.68,896,2.04,13.5,94.0,887.22,960,16.9,0.4,18.0
,888.14,960,50.0,0.81,00001000,888.38,928,2.04,13.5,94.0,887.91,960,16.5,0.0,18.0
,888.84,896,50.0,0.81,00001000,889.08,896,2.04,13.5,94.0,888.61,928,16.9,0.4,18.0
,889.54,960,50.0,0.81,00001000,889.76,928,2.04,13.5,94.0,889.31,896,16.9,0.4,18.0
,890.24,928,50.0,0.81,00001000,890.48,896,2.04,13.5,94.0,890.00,928,18.1,0.4,18.0
,890.95,960,50.0,0.81,00001000,891.19,960,2.04,13.3,94.0,890.72,896,16.9,0.4,18.0
,891.67,928,50.0,0.82,00001000,891.90,896,2.04,13.5,94.0,891.43,928,17.7,0.4,16.0
,892.38,864,50.0,0.81,00001000,892.60,864,2.55,11.9,94.0,892.14,864,19.3,0.4,21.0
,893.07,928,50.0,0.79,00001000,893.30,960,2.29,13.1,94.0,892.82,896,20.5,0.4,32.0
,893.76,928,50.0,0.81,00001000,893.98,928,2.04,13.2,94.0,893.54,928,18.9,0.4,22.0
,894.46,896,50.0,0.81,00001000,894.68,960,2.04,13.2,94.0,894.23,896,17.7,0.4,22.0
,895.14,928,50.0,0.81,00001000,895.38,896,2.04,13.3,94.0,894.91,928,17.7,0.4,22.0
,895.83,928,50.0,0.81,00001000,896.06,928,2.04,13.3,94.0,895.60,960,17.7,0.4,22.0
,896.54,960,50.0,0.81,00001000,896.76,928,2.04,13.4,94.0,896.30,928,17.7,0.4,22.0
,897.22,960,50.0,0.81,00001000,897.46,960,2.04,13.5,94.0,896.98,960,18.5,0.4,22.0
,897.90,896,50.0,0.81,00001000,898.14,896,2.04,13.5,94.0,897.68,960,17.3,0.4,22.0
,898.62,960,50.0,0.81,00001000,898.84,928,2.04,13.4,94.0,898.38,896,17.3,0.4,22.0
,899.32,960,50.0,0.81,00001000,899.56,960,2.04,13.4,94.0,899.08,960,18.5,0.4,22.0
,900.03,928,51.0,0.81,00001000,900.27,928,2.04,13.5,94.0,899.80,928,18.5,0.4,22.0
,900.73,960,51.0,0.81,00001000,900.97,960,2.04,13.5,94.0,900.51,896,17.3,0.4,22.0
,901.44,960,51.0,0.81,00001000,901.66,928,2.04,13.5,94.0,901.21,960,18.5,0.4,22.0
,902.13,960,51.0,0.81,00001000,902.36,960,2.04,13.4,94.0,901.89,928,18.5,0.4,22.0
,902.82,928,51.0,0.81,00001000,903.05,928,2.04,13.4,94.0,902.60,960,16.9,0.4,18.0
,903.51,928,51.0,0.81,00001000,903.73,928,2.04,13.3,94.0,903.29,896,17.7,0.4,16.0
,904.21,928,51.0,0.81,00001000,904.44,896,2.04,13.5,94.0,903.97,928,16.5,0.4,16.0
,904.91,960,51.0,0.81,00001000,905.15,928,2.04,13.5,94.0,904.67,960,17.3,0.4,21.0
,905.59,896,51.0,0.81,00001000,905.83,896,2.04,13.5,94.0,905.37,928,16.5,0.4,16.0
,906.29,928,51.0,0.81,00001000,906.51,928,2.04,13.4,94.0,906.07,928,16.9,0.4,21.0
,906.99,896,51.0,0.81,00001000,907.21,960,2.04,13.5,94.0,906.75,928,16.9,0.4,21.0
,907.67,928,51.0,0.81,00001000,907.91,928,2.04,13.5,94.0,907.44,928,16.5,0.4,16.0
,908.36,928,51.0,0.81,00001000,908.59,864,2.29,11.9,94.0,908.14,896,18.9,0.4,21.0
,909.07,896,51.0,0.80,00001000,909.29,960,2.29,13.1,94.0,908.83,864,22.1,0.4,39.0
,909.77,928,51.0,0.80,00001000,910.01,928,2.04,13.2,94.0,909.53,960,19.3,0.4,22.0
,910.45,928,51.0,0.81,00001000,910.69,928,2.04,13.3,94.0,910.23,896,17.7,0.4,22.0
,911.16,928,51.0,0.81,00001000,911.40,928,2.29,13.1,94.0,910.92,928,18.1,0.4,27.0
,911.84,960,51.0,0.80,00001000,912.08,960,2.29,13.2,94.0,911.62,896,19.7,0.4,27.0
,912.56,960,51.0,0.80,00001000,912.78,960,2.04,13.2,94.0,912.32,928,19.7,0.4,27.0
,913.24,928,51.0,0.81,00001000,913.46,960,2.04,13.4,94.0,913.00,896,18.9,0.4,22.0
,913.91,928,51.0,0.81,00001000,914.14,896,2.04,13.4,94.0,913.68,960,18.5,0.0,22.0
,914.61,960,51.0,0.81,00001000,914.84,960,2.04,13.5,94.0,914.38,896,18.5,0.4,22.0
,915.32,928,51.0,0.81,00001000,915.55,928,2.04,13.3,94.0,915.08,928,17.3,0.4,22.0
,916.00,960,51.0,0.81,00001000,916.22,928,2.04,13.5,94.0,915.77,896,17.3,0.4,22.0
,916.70,960,51.0,0.81,00001000,916.93,928,2.04,13.5,94.0,916.46,928,18.5,0.4,22.0
,917.41,928,51.0,0.81,00001000,917.65,896,2.04,13.5,94.0,917.17,928,17.3,0.4,22.0
,918.11,960,51.0,0.81,00001000,918.35,960,2.04,13.5,94.0,917.87,960,18.5,0.4,22.0
,918.79,896,51.0,0.81,00001000,919.01,960,2.04,13.5,94.0,918.57,928,17.3,0.4,22.0
,919.49,960,51.0,0.81,00001000,919.71,960,2.04,13.5,94.0,919.25,960,18.5,0.4,22.0
,920.17,896,51.0,0.81,00001000,920.41,928,2.04,13.5,94.0,919.94,928,18.5,0.4,22.0
,920.89,928,51.0,0.81,00001000,921.11,928,2.04,13.5,94.0,920.65,896,16.9,0.4,18.0
,921.58,928,51.0,0.81,00001000,921.82,896,2.04,13.5,94.0,921.34,928,16.9,0.4,18.0
,922.27,928,51.0,0.81,00001000,922.50,928,2.04,13.5,94.0,922.04,960,16.9,0.4,18.0
,922.97,896,51.0,0.81,00001000,923.20,896,2.04,13.5,94.0,922.74,928,16.5,0.4,16.0
,923.68,928,51.0,0.81,00001000,923.90,896,2.29,13.4,94.0,923.44,928,17.7,0.4,16.0
,924.36,896,52.0,0.80,00001000,924.60,896,2.55,12.3,94.0,924.12,864,19.3,0.4,21.0
,925.06,960,52.0,0.79,00001000,925.30,896,2.29,13.2,94.0,924.84,960,21.3,0.4,29.0
,925.78,928,52.0,0.81,00001000,926.00,928,2.04,13.2,94.0,925.53,896,18.9,0.4,22.0
,926.47,896,52.0,0.81,00001000,926.71,896,2.04,13.2,94.0,926.24,928,19.3,0.4,22.0
,927.15,928,52.0,0.81,00001000,927.39,928,2.04,13.3,94.0,926.93,928,17.7,0.4,22.0
,927.85,896,52.0,0.81,00001000,928.07,960,2.04,13.3,94.0,927.63,928,17.7,0.4,22.0
,928.53,928,52.0,0.81,00001000,928.77,928,2.04,13.3,94.0,928.30,928,18.9,0.4,22.0
,929.23,928,52.0,0.81,00001000,929.47,928,2.04,13.4,94.0,929.00,896,17.3,0.4,22.0
,929.94,928,52.0,0.81,00001000,930.18,960,2.04,13.4,94.0,929.71,960,18.5,0.4,22.0
,930.63,896,52.0,0.81,00001000,930.86,928,2.04,13.5,94.0,930.41,928,17.3,0.4,22.0
,931.33,960,52.0,0.81,00001000,931.56,960,2.04,13.5,94.0,931.10,960,17.3,0.4,22.0
,932.03,960,52.0,0.81,00001000,932.27,960,2.04,13.5,94.0,931.80,928,17.3,0.4,22.0
,932.72,960,52.0,0.81,00001000,932.96,928,2.04,13.5,94.0,932.49,896,17.3,0.4,22.0
,933.42,928,52.0,0.81,00001000,933.66,928,2.04,13.3,94.0,933.20,928,18.5,0.4,22.0
,934.13,928,52.0,0.81,00001000,934.36,960,2.04,13.5,94.0,933.90,896,17.3,0.4,22.0
,934.83,960,52.0,0.81,00001000,935.07,928,2.04,13.4,94.0,934.59,960,18.5,0.4,22.0
,935.52,928,52.0,0.81,00001000,935.75,896,2.04,13.4,94.0,935.29,928,18.5,0.0,22.0
,936.24,960,52.0,0.81,00001000,936.47,928,2.04,13.5,94.0,936.00,960,17.7,0.4,18.0
,936.93,896,52.0,0.81,00001000,937.15,928,2.04,13.5,94.0,936.71,928,16.5,0.4,16.0
,937.63,928,52.0,0.81,00001000,937.85,928,2.04,13.5,94.0,937.39,960,18.5,0.4,21.0
,938.31,896,52.0,0.81,00001000,938.55,960,2.04,13.5,94.0,938.08,896,16.9,0.4,21.0
,939.03,928,52.0,0.81,00001000,939.25,928,2.04,13.5,94.0,938.79,960,17.7,0.4,16.0
,939.72,896,52.0,0.81,00001000,939.96,928,2.04,13.5,94.0,939.49,928,17.3,0.4,21.0
,940.42,896,52.0,0.81,00001000,940.66,896,2.29,13.0,94.0,940.19,864,20.5,0.4,26.0
,941.12,960,52.0,0.80,00001000,941.36,928,2.04,13.2,94.0,940.90,896,19.3,0.4,21.0
,941.83,928,52.0,0.81,00001000,942.07,896,2.04,13.2,94.0,941.60,928,17.7,0.4,21.0
,942.53,928,52.0,0.81,00001000,942.77,928,2.04,13.3,94.0,942.29,928,18.9,0.4,21.0
,943.23,896,52.0,0.81,00001000,943.45,960,2.29,13.1,94.0,943.01,928,18.1,0.4,25.0
,943.93,960,52.0,0.80,00001000,944.17,928,2.04,13.3,94.0,943.69,960,19.3,0.4,25.0
,944.63,960,52.0,0.80,00001000,944.86,928,2.04,13.4,94.0,944.39,960,19.3,0.4,27.0
,945.33,960,52.0,0.81,00001000,945.56,960,2.04,13.5,94.0,945.10,928,18.5,0.4,22.0
,946.04,960,52.0,0.81,00001000,946.26,928,2.04,13.5,94.0,945.80,960,17.3,0.4,22.0
,946.72,896,52.0,0.81,00001000,946.96,960,2.04,13.5,94.0,946.48,928,18.5,0.4,22.0
,947.42,960,52.0,0.81,00001000,947.66,928,2.04,13.5,94.0,947.20,960,18.5,0.4,22.0
,948.13,928,52.0,0.81,00001000,948.36,928,2.04,13.5,94.0,947.89,928,18.5,0.4,22.0
,948.83,960,52.0,0.81,00001000,949.07,960,2.04,13.5,94.0,948.59,960,17.3,0.0,22.0
,949.52,928,52.0,0.81,00001000,949.75,928,2.04,13.5,94.0,949.29,960,17.3,0.4,22.0
,950.21,960,52.0,0.81,00001000,950.44,928,2.04,13.5,94.0,949.99,928,18.5,0.4,22.0
,950.91,928,52.0,0.81,00001000,951.15,928,2.04,13.5,94.0,950.67,960,18.5,0.4,22.0
,951.61,896,52.0,0.81,00001000,951.85,960,2.04,13.5,94.0,951.37,896,18.1,0.4,18.0
,952.30,928,52.0,0.81,00001000,952.53,896,2.04,13.5,94.0,952.08,928,16.9,0.4,16.0
,953.01,960,52.0,0.81,00001000,953.23,960,2.04,13.5,94.0,952.77,896,18.5,0.4,21.0
,953.69,928,52.0,0.81,00001000,953.93,896,2.04,13.4,94.0,953.45,928,17.3,0.4,21.0
,954.39,928,52.0,0.81,00001000,954.63,928,2.04,13.3,94.0,954.16,896,17.7,0.4,16.0
,955.11,928,52.0,0.81,00001000,955.34,928,2.04,13.5,94.0,954.87,928,17.7,0.4,16.0
,955.82,864,52.0,0.81,00001000,956.04,896,2.29,12.3,94.0,955.58,896,18.5,0.4,21.0
,956.50,864,52.0,0.80,00001000,956.74,960,2.29,13.0,94.0,956.26,864,20.9,0.4,32.0
,957.19,928,52.0,0.80,00001000,957.42,928,2.04,13.2,94.0,956.96,928,18.1,0.4,21.0
,957.90,896,52.0,0.81,00001000,958.12,928,2.04,13.3,94.0,957.66,896,19.3,0.4,21.0
,958.60,928,52.0,0.80,00001000,958.82,896,2.04,13.2,94.0,958.36,928,19.3,0.0,25.0
,959.28,960,52.0,0.80,00001000,959.52,960,2.04,13.3,94.0,959.04,960,18.1,0.4,25.0
,959.98,928,52.0,0.81,00001000,960.22,896,2.04,13.3,94.0,959.76,928,18.9,0.4,21.0
,960.69,928,52.0,0.81,00001000,960.93,960,2.04,13.4,94.0,960.46,928,18.9,0.4,21.0
,961.39,960,52.0,0.81,00001000,961.63,928,2.04,13.3,94.0,961.15,928,17.3,0.4,21.0
,962.09,896,52.0,0.81,00001000,962.33,896,2.04,13.4,94.0,961.86,928,18.5,0.4,21.0
,962.80,960,52.0,0.81,00001000,963.02,928,2.04,13.4,94.0,962.57,960,18.5,0.4,21.0
,963.49,928,52.0,0.81,00001000,963.72,896,2.04,13.5,94.0,963.25,928,18.5,0.0,21.0
,964.17,928,52.0,0.81,00001000,964.41,928,2.04,13.5,94.0,963.95,960,18.1,0.4,21.0
,964.87,896,52.0,0.81,00001000,965.11,896,2.04,13.4,94.0,964.65,928,18.5,0.4,21.0
,965.58,960,52.0,0.81,00001000,965.81,928,2.04,13.5,94.0,965.35,960,16.9,0.4,21.0
,966.26,896,52.0,0.81,00001000,966.50,928,2.04,13.5,94.0,966.03,928,18.5,0.4,21.0
,966.98,960,52.0,0.81,00001000,967.20,928,2.04,13.5,94.0,966.74,896,16.9,0.4,21.0
,967.68,928,52.0,0.81,00001000,967.91,928,2.04,13.4,94.0,967.44,928,18.5,0.4,21.0
,968.36,960,52.0,0.81,00001000,968.59,960,2.04,13.5,94.0,968.14,928,18.5,0.4,21.0
,969.07,928,52.0,0.81,00001000,969.31,928,2.04,13.5,94.0,968.83,928,16.9,0.4,21.0
,969.77,896,52.0,0.81,00001000,970.00,896,2.04,13.5,94.0,969.53,896,16.9,0.4,21.0
,970.47,928,52.0,0.81,00001000,970.70,928,2.04,13.5,94.0,970.24,960,16.9,0.4,21.0
,971.18,896,52.0,0.81,00001000,971.40,896,2.04,13.5,94.0,970.94,928,16.5,0.4,16.0
,971.86,896,52.0,0.80,00001000,972.10,896,2.29,12.8,94.0,971.63,864,21.3,0.4,34.0
,972.54,928,52.0,0.80,00001000,972.77,928,2.04,13.2,94.0,972.32,960,18.1,0.4,21.0
,973.24,864,52.0,0.81,00001000,973.46,928,2.04,13.2,94.0,973.01,928,17.7,0.4,21.0
,973.94,928,52.0,0.80,00001000,974.17,928,2.29,13.2,94.0,973.70,928,18.5,0.4,27.0
,974.65,896,52.0,0.80,00001000,974.87,960,2.29,13.3,94.0,974.41,928,18.1,0.4,27.0
,975.35,928,52.0,0.80,00001000,975.57,960,2.04,13.3,94.0,975.11,960,19.3,0.4,27.0
,976.03,928,52.0,0.80,00001000,976.27,928,2.04,13.5,94.0,975.80,960,17.7,0.4,23.0
,976.73,960,52.0,0.81,00001000,976.97,960,2.04,13.4,94.0,976.50,960,18.5,0.4,22.0
,977.43,928,52.0,0.81,00001000,977.67,928,2.04,13.5,94.0,977.21,960,18.5,0.4,22.0
,978.15,928,52.0,0.81,00001000,978.38,960,2.04,13.4,94.0,977.90,896,18.5,0.4,22.0
,978.83,960,52.0,0.81,00001000,979.06,960,2.04,13.5,94.0,978.60,960,17.3,0.4,22.0
,979.54,928,52.0,0.81,00001000,979.76,960,2.04,13.5,94.0,979.30,928,17.3,0.4,22.0
,980.22,960,52.0,0.80,00001000,980.46,960,2.04,13.5,94.0,979.98,960,17.3,0.4,22.0
,980.90,896,52.0,0.81,00001000,981.14,960,2.04,13.5,94.0,980.68,928,18.5,0.4,22.0
,981.61,960,52.0,0.81,00001000,981.84,928,2.04,13.4,94.0,981.38,960,18.5,0.4,22.0
,982.32,960,52.0,0.80,00001000,982.55,928,2.04,13.5,94.0,982.08,960,17.3,0.4,22.0
,983.02,960,52.0,0.81,00001000,983.25,960,2.04,13.5,94.0,982.78,896,16.9,0.4,18.0
,983.72,928,52.0,0.81,00001000,983.95,928,2.04,13.4,94.0,983.49,928,16.9,0.4,18.0
,984.42,960,52.0,0.81,00001000,984.64,928,2.04,13.4,94.0,984.20,896,16.9,0.4,18.0
,985.12,928,52.0,0.81,00001000,985.34,896,2.04,13.5,94.0,984.88,928,18.1,0.4,18.0
,985.80,960,52.0,0.81,00001000,986.04,928,2.04,13.5,94.0,985.56,960,16.5,0.4,16.0
,986.48,896,52.0,0.81,00001000,986.72,960,2.04,13.5,94.0,986.26,896,18.1,0.4,19.0
,987.19,960,52.0,0.81,00001000,987.42,928,2.04,13.4,94.0,986.96,960,18.5,0.4,21.0
,987.89,928,52.0,0.81,00001000,988.14,832,2.04,13.5,94.0,987.66,928,16.5,0.4,16.0
,988.59,896,52.0,0.80,00001000,988.83,960,2.55,13.0,94.0,988.36,864,20.1,0.4,36.0
,989.29,960,53.0,0.80,00001000,989.52,928,2.04,13.0,94.0,989.07,928,18.1,0.4,21.0
,989.99,928,53.0,0.81,00001000,990.22,896,2.04,13.2,94.0,989.75,928,18.9,0.4,21.0
,990.69,928,53.0,0.80,00001000,990.93,928,2.29,13.2,94.0,990.45,896,17.7,0.4,21.0
,991.37,896,53.0,0.80,00001000,991.61,960,2.29,13.2,94.0,991.15,928,19.7,0.4,25.0
,992.08,960,53.0,0.80,00001000,992.31,960,2.04,13.0,94.0,991.85,960,19.3,0.4,25.0
,992.78,960,53.0,0.80,00001000,993.01,928,2.04,13.4,94.0,992.55,960,17.7,0.4,27.0
,993.47,960,53.0,0.80,00001000,993.71,960,2.04,13.5,94.0,993.23,992,17.7,0.4,22.0
,994.15,928,53.0,0.81,00001000,994.39,960,2.04,13.5,94.0,993.93,928,18.5,0.4,22.0
,994.85,960,53.0,0.81,00001000,995.07,960,2.04,13.4,94.0,994.63,928,17.3,0.4,22.0
,995.55,928,53.0,0.81,00001000,995.79,928,2.04,13.5,94.0,995.31,928,18.5,0.4,22.0
,996.25,896,53.0,0.81,00001000,996.49,960,2.04,13.4,94.0,996.01,896,17.3,0.4,22.0
,996.93,960,53.0,0.81,00001000,997.17,928,2.04,13.3,94.0,996.71,960,17.3,0.4,22.0
,997.64,896,53.0,0.81,00001000,997.87,928,2.04,13.3,94.0,997.41,928,18.5,0.4,22.0
,998.35,960,53.0,0.81,00001000,998.58,960,2.04,13.4,94.0,998.11,960,17.3,0.4,22.0
,999.03,896,53.0,0.81,00001000,999.26,896,2.04,13.4,94.0,998.81,928,17.3,0.4,22.0
,999.74,960,53.0,0.80,00001000,999.96,928,2.04,13.4,94.0,999.51,896,17.3,0.4,22.0
,1000.43,928,53.0,0.81,00001000,1000.65,896,2.04,13.5,94.0,1000.19,928,16.9,0.4,18.0
,1001.11,928,53.0,0.81,00001000,1001.35,928,2.04,13.5,94.0,1000.87,928,16.5,0.4,16.0
,1001.82,896,53.0,0.81,00001000,1002.04,960,2.04,13.5,94.0,1001.58,928,18.1,0.4,21.0
,1002.52,928,53.0,0.81,00001000,1002.76,896,2.04,13.5,94.0,1002.28,960,18.5,0.4,20.0
,1003.20,864,53.0,0.81,00001000,1003.44,896,2.29,12.2,94.0,1002.98,832,17.7,0.4,23.0
,1003.90,928,53.0,0.79,00001000,1004.12,960,2.29,13.1,94.0,1003.68,928,20.1,0.4,29.0
,1004.60,896,53.0,0.81,00001000,1004.82,896,2.04,13.2,94.0,1004.36,960,18.9,0.4,21.0
,1005.29,960,53.0,0.80,00001000,1005.53,960,2.04,13.2,94.0,1005.04,896,19.7,0.4,25.0
,1005.97,928,53.0,0.80,00001000,1006.20,896,2.04,13.2,94.0,1005.74,928,19.3,0.4,25.0
,1006.67,960,53.0,0.80,00001000,1006.89,928,2.04,13.3,94.0,1006.44,896,19.7,0.4,27.0
,1007.37,928,53.0,0.80,00001000,1007.60,960,2.04,13.2,94.0,1007.13,928,19.7,0.4,27.0
,1008.06,928,53.0,0.80,00001000,1008.30,960,2.04,13.4,94.0,1007.82,928,19.3,0.4,24.0
,1008.76,928,53.0,0.81,00001000,1009.00,960,2.04,13.4,94.0,1008.54,960,18.5,0.4,22.0
,1009.48,928,53.0,0.81,00001000,1009.72,896,2.04,13.4,94.0,1009.24,928,18.5,0.4,22.0
,1010.17,960,53.0,0.80,00001000,1010.41,960,2.04,13.4,94.0,1009.95,928,17.3,0.0,22.0
,1010.87,928,53.0,0.81,00001000,1011.11,928,2.04,13.4,94.0,1010.65,928,18.5,0.4,22.0
,1011.59,896,53.0,0.81,00001000,1011.81,960,2.04,13.5,94.0,1011.35,928,17.3,0.4,22.0
,1012.29,960,53.0,0.80,00001000,1012.52,928,2.04,13.5,94.0,1012.04,960,17.3,0.4,22.0
,1012.97,896,53.0,0.81,00001000,1013.20,960,2.04,13.5,94.0,1012.74,928,18.5,0.4,22.0
,1013.67,928,53.0,0.80,00001000,1013.89,928,2.04,13.4,94.0,1013.44,960,18.5,0.4,22.0
,1014.37,896,53.0,0.81,00001000,1014.59,960,2.04,13.4,94.0,1014.13,928,18.5,0.4,22.0
,1015.05,928,53.0,0.81,00001000,1015.29,960,2.04,13.5,94.0,1014.81,960,18.5,0.4,22.0
,1015.73,928,53.0,0.81,00001000,1015.95,960,2.04,13.5,94.0,1015.51,928,18.5,0.4,22.0
,1016.43,928,53.0,0.81,00001000,1016.66,928,2.04,13.5,94.0,1016.19,960,16.9,0.4,18.0
,1017.13,896,53.0,0.81,00001000,1017.36,896,2.04,13.5,94.0,1016.89,928,16.9,0.4,18.0
,1017.81,928,53.0,0.81,00001000,1018.05,928,2.04,13.4,94.0,1017.59,960,18.1,0.4,18.0
,1018.51,864,53.0,0.81,00001000,1018.74,832,2.81,12.2,94.0,1018.29,864,16.9,0.4,19.0
,1019.19,960,53.0,0.80,00001000,1019.42,960,2.29,13.2,94.0,1018.97,864,21.3,0.4,37.0
,1019.90,896,53.0,0.81,00001000,1020.13,896,2.29,13.2,94.0,1019.66,928,18.9,0.4,21.0
,1020.60,960,53.0,0.80,00001000,1020.84,960,2.29,13.3,94.0,1020.36,896,19.7,0.4,25.0
,1021.29,928,53.0,0.80,00001000,1021.52,896,2.29,13.2,94.0,1021.07,928,18.5,0.4,27.0
,1021.98,960,53.0,0.80,00001000,1022.20,928,2.04,13.3,94.0,1021.75,896,19.7,0.4,27.0
,1022.68,960,53.0,0.80,00001000,1022.90,928,2.04,13.3,94.0,1022.44,928,18.5,0.4,27.0
,1023.36,992,53.0,0.80,00001000,1023.60,960,2.04,13.5,94.0,1023.13,928,19.3,0.4,27.0
,1024.06,960,53.0,0.81,00001000,1024.30,960,2.04,13.5,94.0,1023.84,960,17.3,0.4,22.0
,1024.77,928,53.0,0.81,00001000,1025.00,960,2.04,13.4,94.0,1024.54,960,18.5,0.4,22.0
,1025.47,960,53.0,0.81,00001000,1025.71,960,2.04,13.3,94.0,1025.24,960,18.5,0.4,22.0
,1026.16,896,53.0,0.81,00001000,1026.40,896,2.04,13.3,94.0,1025.93,960,17.3,0.4,22.0
,1026.86,960,53.0,0.81,00001000,1027.10,960,2.04,13.5,94.0,1026.63,928,17.3,0.4,22.0
,1027.56,928,53.0,0.81,00001000,1027.80,928,2.04,13.3,94.0,1027.33,928,18.5,0.4,22.0
,1028.26,928,53.0,0.81,00001000,1028.48,960,2.04,13.4,94.0,1028.03,896,17.3,0.4,22.0
,1028.96,960,53.0,0.81,00001000,1029.19,928,2.04,13.4,94.0,1028.72,960,17.3,0.4,22.0
,1029.66,928,53.0,0.81,00001000,1029.90,928,2.04,13.5,94.0,1029.42,928,17.3,0.4,22.0
,1030.34,960,53.0,0.81,00001000,1030.58,928,2.04,13.4,94.0,1030.12,960,18.5,0.4,22.0
,1031.04,896,53.0,0.81,00001000,1031.26,960,2.04,13.4,94.0,1030.82,928,18.1,0.4,18.0
,1031.72,928,54.0,0.81,00001000,1031.96,928,2.04,13.5,94.0,1031.48,928,18.1,0.4,18.0
,1032.40,960,54.0,0.81,00001000,1032.64,928,2.04,13.4,94.0,1032.18,896,18.1,0.0,18.0
,1033.12,928,54.0,0.81,00001000,1033.34,896,2.04,13.4,94.0,1032.88,928,17.7,0.4,16.0
,1033.80,928,54.0,0.81,00001000,1034.04,896,2.04,13.4,94.0,1033.56,960,16.5,0.4,16.0
,1034.50,864,54.0,0.81,00001000,1034.73,896,2.29,12.3,94.0,1034.28,864,20.1,0.4,23.0
,1035.20,960,54.0,0.79,00001000,1035.42,896,2.04,13.2,94.0,1034.97,960,21.3,0.4,29.0
,1035.90,928,54.0,0.81,00001000,1036.12,928,2.04,13.2,94.0,1035.66,896,18.9,0.4,22.0
,1036.60,928,54.0,0.81,00001000,1036.83,896,2.29,13.2,94.0,1036.36,928,17.7,0.4,22.0
,1037.28,960,54.0,0.80,00001000,1037.52,928,2.04,13.3,94.0,1037.06,960,18.5,0.4,27.0
,1037.99,928,54.0,0.81,00001000,1038.22,896,2.04,13.3,94.0,1037.75,928,17.7,0.4,22.0
,1038.69,960,54.0,0.80,00001000,1038.93,960,2.04,13.3,94.0,1038.45,960,17.7,0.4,22.0
,1039.37,896,54.0,0.81,00001000,1039.60,896,2.04,13.5,94.0,1039.15,928,17.3,0.4,22.0
